Customer ID,Recency,Frequency,Monetary,R_Score,F_Score,M_Score,RFM_Score,Segment_Score,Customer_Segment
27891,434,3,12644,1,1,2,112,4,At Risk
27892,42,4,4588,4,2,1,421,7,Potential Loyal
27893,757,6,21042,1,3,4,134,8,Potential Loyal
27894,196,4,10257,2,2,2,222,6,Potential Loyal
27895,213,8,25999,2,4,4,244,10,Loyal / VIP
27896,196,5,7198,2,2,1,221,5,At Risk
27897,159,2,5216,3,1,1,311,5,At Risk
27898,159,4,11535,3,2,2,322,7,Potential Loyal
27899,26,10,31209,4,4,4,444,12,Loyal / VIP
27900,301,4,11821,2,2,2,222,6,Potential Loyal
27901,226,2,6445,2,1,1,211,4,At Risk
27902,815,4,12561,1,2,2,122,5,At Risk
27903,78,4,9195,3,2,2,322,7,Potential Loyal
27904,120,4,8872,3,2,2,322,7,Potential Loyal
27905,192,8,19945,2,4,4,244,10,Loyal / VIP
27906,763,1,2334,1,1,1,111,3,Lost
27907,261,5,15023,2,2,3,223,7,Potential Loyal
27909,237,2,5730,2,1,1,211,4,At Risk
27910,488,6,14586,1,3,3,133,7,Potential Loyal
27911,250,3,2617,2,1,1,211,4,At Risk
27912,189,5,14278,2,2,3,223,7,Potential Loyal
27913,1051,2,9155,1,1,2,112,4,At Risk
27914,685,5,12201,1,2,2,122,5,At Risk
27915,72,9,23516,4,4,4,444,12,Loyal / VIP
27916,175,8,27966,3,4,4,344,11,Loyal / VIP
27917,417,6,17863,1,3,3,133,7,Potential Loyal
27918,147,7,22302,3,4,4,344,11,Loyal / VIP
27919,281,5,15076,2,2,3,223,7,Potential Loyal
27920,267,7,12724,2,4,2,242,8,Potential Loyal
27921,117,6,19796,3,3,4,334,10,Loyal / VIP
27922,1238,1,4912,1,1,1,111,3,Lost
27923,159,6,21080,3,3,4,334,10,Loyal / VIP
27924,94,2,6161,3,1,1,311,5,At Risk
27925,333,8,27448,2,4,4,244,10,Loyal / VIP
27926,445,2,9124,1,1,2,112,4,At Risk
27928,110,2,3761,3,1,1,311,5,At Risk
27929,104,2,8057,3,1,1,311,5,At Risk
27930,131,4,8786,3,2,2,322,7,Potential Loyal
27931,238,5,18843,2,2,4,224,8,Potential Loyal
27932,27,9,24803,4,4,4,444,12,Loyal / VIP
27933,751,3,5670,1,1,1,111,3,Lost
27934,35,7,13940,4,4,3,443,11,Loyal / VIP
27935,121,5,17789,3,2,3,323,8,Potential Loyal
27936,176,5,10769,3,2,2,322,7,Potential Loyal
27937,262,6,14286,2,3,3,233,8,Potential Loyal
27938,97,6,16218,3,3,3,333,9,Loyal / VIP
27939,38,5,19021,4,2,4,424,10,Loyal / VIP
27940,1064,3,8165,1,1,1,111,3,Lost
27941,58,5,9597,4,2,2,422,8,Potential Loyal
27942,385,1,2989,1,1,1,111,3,Lost
27943,237,7,18606,2,4,4,244,10,Loyal / VIP
27944,79,7,20476,3,4,4,344,11,Loyal / VIP
27945,124,3,8809,3,1,2,312,6,Potential Loyal
27946,126,3,8956,3,1,2,312,6,Potential Loyal
27947,141,6,21035,3,3,4,334,10,Loyal / VIP
27948,259,2,9215,2,1,2,212,5,At Risk
27949,150,3,8692,3,1,1,311,5,At Risk
27950,361,7,16213,2,4,3,243,9,Loyal / VIP
27951,608,8,19703,1,4,4,144,9,Loyal / VIP
27952,69,5,14702,4,2,3,423,9,Loyal / VIP
27953,207,6,9114,2,3,2,232,7,Potential Loyal
27954,159,4,11372,3,2,2,322,7,Potential Loyal
27955,472,4,6903,1,2,1,121,4,At Risk
27956,8,8,19611,4,4,4,444,12,Loyal / VIP
27957,85,2,5167,3,1,1,311,5,At Risk
27958,22,6,16693,4,3,3,433,10,Loyal / VIP
27959,244,4,16414,2,2,3,223,7,Potential Loyal
27960,94,6,17497,3,3,3,333,9,Loyal / VIP
27961,36,4,14690,4,2,3,423,9,Loyal / VIP
27962,141,3,7969,3,1,1,311,5,At Risk
27963,195,7,21392,2,4,4,244,10,Loyal / VIP
27964,0,7,16965,4,4,3,443,11,Loyal / VIP
27965,164,5,14699,3,2,3,323,8,Potential Loyal
27966,782,3,12314,1,1,2,112,4,At Risk
27967,79,7,23063,3,4,4,344,11,Loyal / VIP
27968,27,3,4804,4,1,1,411,6,Potential Loyal
27969,341,4,15065,2,2,3,223,7,Potential Loyal
27970,284,4,7413,2,2,1,221,5,At Risk
27971,32,6,12752,4,3,2,432,9,Loyal / VIP
27972,98,4,11352,3,2,2,322,7,Potential Loyal
27973,26,5,14598,4,2,3,423,9,Loyal / VIP
27974,41,6,19855,4,3,4,434,11,Loyal / VIP
27975,115,4,14131,3,2,3,323,8,Potential Loyal
27976,550,7,19726,1,4,4,144,9,Loyal / VIP
27977,317,5,19190,2,2,4,224,8,Potential Loyal
27978,174,2,4640,3,1,1,311,5,At Risk
27979,139,4,10696,3,2,2,322,7,Potential Loyal
27980,125,2,2196,3,1,1,311,5,At Risk
27981,531,6,16921,1,3,3,133,7,Potential Loyal
27982,76,3,8964,4,1,2,412,7,Potential Loyal
27983,54,5,9687,4,2,2,422,8,Potential Loyal
27984,551,1,3253,1,1,1,111,3,Lost
27985,996,2,3522,1,1,1,111,3,Lost
27986,215,8,24512,2,4,4,244,10,Loyal / VIP
27987,346,5,16461,2,2,3,223,7,Potential Loyal
27988,55,8,20744,4,4,4,444,12,Loyal / VIP
27989,19,5,13676,4,2,3,423,9,Loyal / VIP
27990,287,4,13398,2,2,3,223,7,Potential Loyal
27991,97,8,20636,3,4,4,344,11,Loyal / VIP
27992,144,4,9685,3,2,2,322,7,Potential Loyal
27993,37,3,8969,4,1,2,412,7,Potential Loyal
27994,368,4,8509,2,2,1,221,5,At Risk
27995,411,6,13695,1,3,3,133,7,Potential Loyal
27996,155,6,15856,3,3,3,333,9,Loyal / VIP
27997,421,3,5860,1,1,1,111,3,Lost
27998,645,4,5809,1,2,1,121,4,At Risk
27999,301,6,18222,2,3,4,234,9,Loyal / VIP
28000,74,5,12719,4,2,2,422,8,Potential Loyal
28001,0,4,8733,4,2,2,422,8,Potential Loyal
28002,651,4,10375,1,2,2,122,5,At Risk
28003,70,8,14294,4,4,3,443,11,Loyal / VIP
28004,395,2,3110,1,1,1,111,3,Lost
28005,209,9,21339,2,4,4,244,10,Loyal / VIP
28006,250,5,16973,2,2,3,223,7,Potential Loyal
28007,156,10,25463,3,4,4,344,11,Loyal / VIP
28008,44,4,12891,4,2,2,422,8,Potential Loyal
28009,81,6,26050,3,3,4,334,10,Loyal / VIP
28010,33,4,11647,4,2,2,422,8,Potential Loyal
28011,158,3,11602,3,1,2,312,6,Potential Loyal
28012,134,2,7640,3,1,1,311,5,At Risk
28013,1,3,9415,4,1,2,412,7,Potential Loyal
28014,11,4,10278,4,2,2,422,8,Potential Loyal
28015,372,5,15935,1,2,3,123,6,Potential Loyal
28016,112,4,9295,3,2,2,322,7,Potential Loyal
28017,914,1,4172,1,1,1,111,3,Lost
28018,686,1,3409,1,1,1,111,3,Lost
28019,135,7,24845,3,4,4,344,11,Loyal / VIP
28020,411,3,10100,1,1,2,112,4,At Risk
28021,834,4,8200,1,2,1,121,4,At Risk
28022,106,3,7220,3,1,1,311,5,At Risk
28023,81,5,18075,3,2,4,324,9,Loyal / VIP
28024,117,5,14832,3,2,3,323,8,Potential Loyal
28025,883,4,17637,1,2,3,123,6,Potential Loyal
28026,548,3,6741,1,1,1,111,3,Lost
28027,98,7,22707,3,4,4,344,11,Loyal / VIP
28028,8,6,16574,4,3,3,433,10,Loyal / VIP
28029,1,8,18343,4,4,4,444,12,Loyal / VIP
28030,205,6,14720,2,3,3,233,8,Potential Loyal
28031,78,4,15030,3,2,3,323,8,Potential Loyal
28032,521,5,13389,1,2,3,123,6,Potential Loyal
28033,249,6,10349,2,3,2,232,7,Potential Loyal
28034,204,12,43135,2,4,4,244,10,Loyal / VIP
28035,49,7,20038,4,4,4,444,12,Loyal / VIP
28036,75,4,9386,4,2,2,422,8,Potential Loyal
28037,583,5,13203,1,2,3,123,6,Potential Loyal
28038,48,1,1027,4,1,1,411,6,Potential Loyal
28039,502,2,6208,1,1,1,111,3,Lost
28040,587,4,15398,1,2,3,123,6,Potential Loyal
28041,21,8,23622,4,4,4,444,12,Loyal / VIP
28042,552,4,13615,1,2,3,123,6,Potential Loyal
28043,297,5,15491,2,2,3,223,7,Potential Loyal
28044,336,3,5956,2,1,1,211,4,At Risk
28045,570,5,15326,1,2,3,123,6,Potential Loyal
28046,138,6,18562,3,3,4,334,10,Loyal / VIP
28047,152,8,14778,3,4,3,343,10,Loyal / VIP
28048,471,4,13596,1,2,3,123,6,Potential Loyal
28049,235,7,19451,2,4,4,244,10,Loyal / VIP
28050,385,3,11622,1,1,2,112,4,At Risk
28051,3,6,14339,4,3,3,433,10,Loyal / VIP
28052,333,4,10518,2,2,2,222,6,Potential Loyal
28053,182,4,13996,3,2,3,323,8,Potential Loyal
28055,307,1,5296,2,1,1,211,4,At Risk
28056,76,6,13647,4,3,3,433,10,Loyal / VIP
28057,438,2,3780,1,1,1,111,3,Lost
28058,154,9,30104,3,4,4,344,11,Loyal / VIP
28059,243,4,12578,2,2,2,222,6,Potential Loyal
28060,844,5,11117,1,2,2,122,5,At Risk
28061,335,7,23335,2,4,4,244,10,Loyal / VIP
28062,28,3,6440,4,1,1,411,6,Potential Loyal
28063,411,6,20961,1,3,4,134,8,Potential Loyal
28064,63,7,21923,4,4,4,444,12,Loyal / VIP
28065,56,4,7529,4,2,1,421,7,Potential Loyal
28066,214,4,13558,2,2,3,223,7,Potential Loyal
28067,561,2,5109,1,1,1,111,3,Lost
28068,584,4,6032,1,2,1,121,4,At Risk
28069,375,7,28109,1,4,4,144,9,Loyal / VIP
28070,346,5,10671,2,2,2,222,6,Potential Loyal
28071,256,5,15171,2,2,3,223,7,Potential Loyal
28072,531,5,13297,1,2,3,123,6,Potential Loyal
28073,16,2,6723,4,1,1,411,6,Potential Loyal
28074,257,7,11914,2,4,2,242,8,Potential Loyal
28075,969,3,1769,1,1,1,111,3,Lost
28076,369,6,9213,2,3,2,232,7,Potential Loyal
28077,30,6,17294,4,3,3,433,10,Loyal / VIP
28078,257,8,12522,2,4,2,242,8,Potential Loyal
28079,62,9,21250,4,4,4,444,12,Loyal / VIP
28080,418,8,25975,1,4,4,144,9,Loyal / VIP
28081,109,5,11367,3,2,2,322,7,Potential Loyal
28082,53,5,13605,4,2,3,423,9,Loyal / VIP
28083,66,5,9233,4,2,2,422,8,Potential Loyal
28084,115,4,8892,3,2,2,322,7,Potential Loyal
28085,4,6,14147,4,3,3,433,10,Loyal / VIP
28086,325,9,26460,2,4,4,244,10,Loyal / VIP
28087,199,3,4552,2,1,1,211,4,At Risk
28088,257,4,12899,2,2,2,222,6,Potential Loyal
28089,420,3,11009,1,1,2,112,4,At Risk
28090,221,3,9571,2,1,2,212,5,At Risk
28091,2,6,16230,4,3,3,433,10,Loyal / VIP
28092,919,3,9148,1,1,2,112,4,At Risk
28093,54,5,12791,4,2,2,422,8,Potential Loyal
28094,204,4,14157,2,2,3,223,7,Potential Loyal
28095,91,3,3987,3,1,1,311,5,At Risk
28096,88,4,8410,3,2,1,321,6,Potential Loyal
28097,721,4,17047,1,2,3,123,6,Potential Loyal
28098,61,4,7592,4,2,1,421,7,Potential Loyal
28099,353,8,19635,2,4,4,244,10,Loyal / VIP
28100,97,2,5280,3,1,1,311,5,At Risk
28101,249,8,23215,2,4,4,244,10,Loyal / VIP
28102,125,7,12856,3,4,2,342,9,Loyal / VIP
28103,93,4,9697,3,2,2,322,7,Potential Loyal
28104,169,10,33694,3,4,4,344,11,Loyal / VIP
28105,146,5,15197,3,2,3,323,8,Potential Loyal
28106,58,4,13856,4,2,3,423,9,Loyal / VIP
28107,591,4,6400,1,2,1,121,4,At Risk
28108,66,3,12582,4,1,2,412,7,Potential Loyal
28109,175,7,19687,3,4,4,344,11,Loyal / VIP
28110,90,5,12884,3,2,2,322,7,Potential Loyal
28111,160,5,10647,3,2,2,322,7,Potential Loyal
28112,383,4,11159,1,2,2,122,5,At Risk
28113,205,4,11623,2,2,2,222,6,Potential Loyal
28114,144,7,14688,3,4,3,343,10,Loyal / VIP
28115,302,1,1271,2,1,1,211,4,At Risk
28116,39,7,24838,4,4,4,444,12,Loyal / VIP
28117,572,3,8401,1,1,1,111,3,Lost
28118,749,2,3585,1,1,1,111,3,Lost
28119,461,4,12699,1,2,2,122,5,At Risk
28120,698,3,2219,1,1,1,111,3,Lost
28121,185,5,9823,3,2,2,322,7,Potential Loyal
28122,84,3,9907,3,1,2,312,6,Potential Loyal
28123,414,3,11115,1,1,2,112,4,At Risk
28124,90,6,17856,3,3,3,333,9,Loyal / VIP
28125,386,7,22736,1,4,4,144,9,Loyal / VIP
28126,138,4,13047,3,2,3,323,8,Potential Loyal
28127,298,8,20685,2,4,4,244,10,Loyal / VIP
28128,185,5,19709,3,2,4,324,9,Loyal / VIP
28129,3,8,22888,4,4,4,444,12,Loyal / VIP
28130,187,3,9008,2,1,2,212,5,At Risk
28131,251,3,10033,2,1,2,212,5,At Risk
28132,20,7,27031,4,4,4,444,12,Loyal / VIP
28133,56,5,10778,4,2,2,422,8,Potential Loyal
28134,1,7,17014,4,4,3,443,11,Loyal / VIP
28135,152,4,11637,3,2,2,322,7,Potential Loyal
28136,164,7,17834,3,4,3,343,10,Loyal / VIP
28137,353,3,5492,2,1,1,211,4,At Risk
28138,106,4,15558,3,2,3,323,8,Potential Loyal
28139,475,1,665,1,1,1,111,3,Lost
28140,106,10,29293,3,4,4,344,11,Loyal / VIP
28141,17,6,10673,4,3,2,432,9,Loyal / VIP
28142,354,4,6445,2,2,1,221,5,At Risk
28143,118,5,12776,3,2,2,322,7,Potential Loyal
28144,32,5,17311,4,2,3,423,9,Loyal / VIP
28145,13,8,22493,4,4,4,444,12,Loyal / VIP
28146,789,6,17341,1,3,3,133,7,Potential Loyal
28147,136,6,12440,3,3,2,332,8,Potential Loyal
28148,72,7,21531,4,4,4,444,12,Loyal / VIP
28150,138,9,23324,3,4,4,344,11,Loyal / VIP
28151,203,4,9523,2,2,2,222,6,Potential Loyal
28152,365,7,17751,2,4,3,243,9,Loyal / VIP
28153,534,5,14546,1,2,3,123,6,Potential Loyal
28154,85,6,18380,3,3,4,334,10,Loyal / VIP
28155,100,5,12254,3,2,2,322,7,Potential Loyal
28156,268,7,18458,2,4,4,244,10,Loyal / VIP
28157,82,5,10566,3,2,2,322,7,Potential Loyal
28158,269,5,11883,2,2,2,222,6,Potential Loyal
28159,152,10,31684,3,4,4,344,11,Loyal / VIP
28160,82,5,13066,3,2,3,323,8,Potential Loyal
28161,375,3,14312,1,1,3,113,5,At Risk
28162,61,7,23466,4,4,4,444,12,Loyal / VIP
28163,292,6,14178,2,3,3,233,8,Potential Loyal
28164,208,6,21446,2,3,4,234,9,Loyal / VIP
28165,389,4,12792,1,2,2,122,5,At Risk
28166,54,7,14522,4,4,3,443,11,Loyal / VIP
28167,152,5,12891,3,2,2,322,7,Potential Loyal
28168,310,5,15595,2,2,3,223,7,Potential Loyal
28169,630,4,9815,1,2,2,122,5,At Risk
28170,82,9,16781,3,4,3,343,10,Loyal / VIP
28171,345,6,12715,2,3,2,232,7,Potential Loyal
28172,208,6,14039,2,3,3,233,8,Potential Loyal
28173,500,6,8958,1,3,2,132,6,Potential Loyal
28174,272,2,6860,2,1,1,211,4,At Risk
28175,271,1,1900,2,1,1,211,4,At Risk
28176,179,6,17694,3,3,3,333,9,Loyal / VIP
28177,95,5,12536,3,2,2,322,7,Potential Loyal
28178,560,6,9929,1,3,2,132,6,Potential Loyal
28179,116,9,28734,3,4,4,344,11,Loyal / VIP
28180,87,7,22494,3,4,4,344,11,Loyal / VIP
28181,121,2,1808,3,1,1,311,5,At Risk
28182,334,5,13170,2,2,3,223,7,Potential Loyal
28183,874,3,6264,1,1,1,111,3,Lost
28184,100,8,20057,3,4,4,344,11,Loyal / VIP
28185,41,8,24542,4,4,4,444,12,Loyal / VIP
28186,373,4,7108,1,2,1,121,4,At Risk
28187,683,3,12900,1,1,2,112,4,At Risk
28188,342,4,10419,2,2,2,222,6,Potential Loyal
28189,376,3,7440,1,1,1,111,3,Lost
28190,43,3,11139,4,1,2,412,7,Potential Loyal
28191,293,4,11095,2,2,2,222,6,Potential Loyal
28192,678,6,17619,1,3,3,133,7,Potential Loyal
28193,15,5,9241,4,2,2,422,8,Potential Loyal
28194,400,3,13087,1,1,3,113,5,At Risk
28195,728,3,11528,1,1,2,112,4,At Risk
28196,614,5,12706,1,2,2,122,5,At Risk
28197,96,10,24041,3,4,4,344,11,Loyal / VIP
28198,154,5,12377,3,2,2,322,7,Potential Loyal
28199,18,5,11554,4,2,2,422,8,Potential Loyal
28200,24,4,10172,4,2,2,422,8,Potential Loyal
28201,216,5,11857,2,2,2,222,6,Potential Loyal
28202,287,6,14073,2,3,3,233,8,Potential Loyal
28203,85,3,4406,3,1,1,311,5,At Risk
28204,363,5,13908,2,2,3,223,7,Potential Loyal
28205,255,6,19896,2,3,4,234,9,Loyal / VIP
28206,99,9,28247,3,4,4,344,11,Loyal / VIP
28207,1233,2,6389,1,1,1,111,3,Lost
28208,380,4,13391,1,2,3,123,6,Potential Loyal
28209,375,3,6713,1,1,1,111,3,Lost
28210,174,2,4000,3,1,1,311,5,At Risk
28211,88,5,11067,3,2,2,322,7,Potential Loyal
28212,294,8,17541,2,4,3,243,9,Loyal / VIP
28213,53,6,10475,4,3,2,432,9,Loyal / VIP
28214,29,4,11049,4,2,2,422,8,Potential Loyal
28215,389,7,21204,1,4,4,144,9,Loyal / VIP
28216,268,5,8343,2,2,1,221,5,At Risk
28217,640,4,10288,1,2,2,122,5,At Risk
28218,547,5,15813,1,2,3,123,6,Potential Loyal
28219,238,5,13068,2,2,3,223,7,Potential Loyal
28220,20,6,18485,4,3,4,434,11,Loyal / VIP
28221,561,3,5675,1,1,1,111,3,Lost
28222,265,6,16678,2,3,3,233,8,Potential Loyal
28223,274,3,8180,2,1,1,211,4,At Risk
28224,132,4,11162,3,2,2,322,7,Potential Loyal
28225,171,5,15308,3,2,3,323,8,Potential Loyal
28226,227,4,7895,2,2,1,221,5,At Risk
28227,204,5,15445,2,2,3,223,7,Potential Loyal
28228,41,1,1865,4,1,1,411,6,Potential Loyal
28229,447,5,17085,1,2,3,123,6,Potential Loyal
28230,348,7,16325,2,4,3,243,9,Loyal / VIP
28231,128,6,21845,3,3,4,334,10,Loyal / VIP
28232,706,3,8156,1,1,1,111,3,Lost
28233,78,5,14398,3,2,3,323,8,Potential Loyal
28234,128,3,10531,3,1,2,312,6,Potential Loyal
28235,342,2,4612,2,1,1,211,4,At Risk
28236,139,5,10722,3,2,2,322,7,Potential Loyal
28237,400,3,10731,1,1,2,112,4,At Risk
28238,180,6,11081,3,3,2,332,8,Potential Loyal
28239,133,5,9473,3,2,2,322,7,Potential Loyal
28240,1019,1,3957,1,1,1,111,3,Lost
28241,66,3,8188,4,1,1,411,6,Potential Loyal
28242,6,6,18222,4,3,4,434,11,Loyal / VIP
28243,339,7,26114,2,4,4,244,10,Loyal / VIP
28244,39,4,9519,4,2,2,422,8,Potential Loyal
28245,19,8,20217,4,4,4,444,12,Loyal / VIP
28246,151,5,12236,3,2,2,322,7,Potential Loyal
28247,208,8,28136,2,4,4,244,10,Loyal / VIP
28248,286,3,11524,2,1,2,212,5,At Risk
28249,115,6,20651,3,3,4,334,10,Loyal / VIP
28250,38,6,18607,4,3,4,434,11,Loyal / VIP
28251,32,10,30239,4,4,4,444,12,Loyal / VIP
28252,155,4,15438,3,2,3,323,8,Potential Loyal
28253,11,6,12551,4,3,2,432,9,Loyal / VIP
28254,31,5,13122,4,2,3,423,9,Loyal / VIP
28255,128,4,11593,3,2,2,322,7,Potential Loyal
28256,393,4,8215,1,2,1,121,4,At Risk
28257,916,1,2580,1,1,1,111,3,Lost
28258,158,4,8253,3,2,1,321,6,Potential Loyal
28259,154,5,13709,3,2,3,323,8,Potential Loyal
28260,509,3,9328,1,1,2,112,4,At Risk
28261,18,4,13129,4,2,3,423,9,Loyal / VIP
28262,101,9,29341,3,4,4,344,11,Loyal / VIP
28263,160,4,12636,3,2,2,322,7,Potential Loyal
28264,886,1,1261,1,1,1,111,3,Lost
28265,198,7,15623,2,4,3,243,9,Loyal / VIP
28266,0,3,5314,4,1,1,411,6,Potential Loyal
28267,117,6,25177,3,3,4,334,10,Loyal / VIP
28268,89,7,20799,3,4,4,344,11,Loyal / VIP
28269,96,10,23116,3,4,4,344,11,Loyal / VIP
28270,65,4,12168,4,2,2,422,8,Potential Loyal
28271,472,5,17630,1,2,3,123,6,Potential Loyal
28272,573,3,10544,1,1,2,112,4,At Risk
28273,51,8,16576,4,4,3,443,11,Loyal / VIP
28274,279,5,15415,2,2,3,223,7,Potential Loyal
28275,36,3,10614,4,1,2,412,7,Potential Loyal
28276,702,7,16114,1,4,3,143,8,Potential Loyal
28277,998,1,4645,1,1,1,111,3,Lost
28278,218,6,21087,2,3,4,234,9,Loyal / VIP
28279,151,6,19691,3,3,4,334,10,Loyal / VIP
28280,14,7,22207,4,4,4,444,12,Loyal / VIP
28281,61,3,11093,4,1,2,412,7,Potential Loyal
28282,112,8,13525,3,4,3,343,10,Loyal / VIP
28283,62,8,19314,4,4,4,444,12,Loyal / VIP
28284,272,10,29293,2,4,4,244,10,Loyal / VIP
28285,47,7,14931,4,4,3,443,11,Loyal / VIP
28286,159,1,2253,3,1,1,311,5,At Risk
28287,302,3,11896,2,1,2,212,5,At Risk
28288,123,4,13147,3,2,3,323,8,Potential Loyal
28289,188,3,10881,2,1,2,212,5,At Risk
28290,42,5,21083,4,2,4,424,10,Loyal / VIP
28291,11,7,23632,4,4,4,444,12,Loyal / VIP
28292,305,4,13787,2,2,3,223,7,Potential Loyal
28293,636,4,13306,1,2,3,123,6,Potential Loyal
28294,513,3,7532,1,1,1,111,3,Lost
28295,33,3,9480,4,1,2,412,7,Potential Loyal
28296,415,9,20458,1,4,4,144,9,Loyal / VIP
28297,124,5,17468,3,2,3,323,8,Potential Loyal
28298,16,8,18400,4,4,4,444,12,Loyal / VIP
28299,70,6,14379,4,3,3,433,10,Loyal / VIP
28300,12,7,20013,4,4,4,444,12,Loyal / VIP
28301,317,2,5931,2,1,1,211,4,At Risk
28302,597,6,19021,1,3,4,134,8,Potential Loyal
28303,311,2,4575,2,1,1,211,4,At Risk
28304,128,5,13713,3,2,3,323,8,Potential Loyal
28305,250,4,13712,2,2,3,223,7,Potential Loyal
28306,853,3,11684,1,1,2,112,4,At Risk
28307,189,6,14303,2,3,3,233,8,Potential Loyal
28308,118,7,16523,3,4,3,343,10,Loyal / VIP
28309,136,5,17705,3,2,3,323,8,Potential Loyal
28310,598,6,16789,1,3,3,133,7,Potential Loyal
28311,429,3,8653,1,1,1,111,3,Lost
28312,695,1,3706,1,1,1,111,3,Lost
28313,521,5,10657,1,2,2,122,5,At Risk
28314,63,5,11853,4,2,2,422,8,Potential Loyal
28315,417,6,18783,1,3,4,134,8,Potential Loyal
28316,18,6,21122,4,3,4,434,11,Loyal / VIP
28317,114,12,34436,3,4,4,344,11,Loyal / VIP
28318,102,3,7119,3,1,1,311,5,At Risk
28319,123,5,16832,3,2,3,323,8,Potential Loyal
28320,190,3,8667,2,1,1,211,4,At Risk
28321,22,6,18292,4,3,4,434,11,Loyal / VIP
28322,191,5,13716,2,2,3,223,7,Potential Loyal
28323,545,3,2089,1,1,1,111,3,Lost
28324,189,9,30060,2,4,4,244,10,Loyal / VIP
28325,14,7,14919,4,4,3,443,11,Loyal / VIP
28326,4,10,27640,4,4,4,444,12,Loyal / VIP
28327,11,3,9628,4,1,2,412,7,Potential Loyal
28328,51,9,24845,4,4,4,444,12,Loyal / VIP
28329,109,4,12534,3,2,2,322,7,Potential Loyal
28330,8,6,12939,4,3,2,432,9,Loyal / VIP
28331,326,6,14023,2,3,3,233,8,Potential Loyal
28332,249,2,4075,2,1,1,211,4,At Risk
28333,166,3,4954,3,1,1,311,5,At Risk
28334,188,5,13230,2,2,3,223,7,Potential Loyal
28335,611,4,10754,1,2,2,122,5,At Risk
28336,55,4,5510,4,2,1,421,7,Potential Loyal
28337,133,3,12368,3,1,2,312,6,Potential Loyal
28338,293,6,17349,2,3,3,233,8,Potential Loyal
28339,251,4,8227,2,2,1,221,5,At Risk
28340,284,2,3814,2,1,1,211,4,At Risk
28341,161,4,12128,3,2,2,322,7,Potential Loyal
28342,146,3,10327,3,1,2,312,6,Potential Loyal
28343,57,5,12182,4,2,2,422,8,Potential Loyal
28344,583,3,6225,1,1,1,111,3,Lost
28345,11,9,29729,4,4,4,444,12,Loyal / VIP
28346,790,4,10751,1,2,2,122,5,At Risk
28347,88,5,8083,3,2,1,321,6,Potential Loyal
28348,455,3,7362,1,1,1,111,3,Lost
28349,1,6,10455,4,3,2,432,9,Loyal / VIP
28350,639,1,4852,1,1,1,111,3,Lost
28351,3,5,15109,4,2,3,423,9,Loyal / VIP
28352,304,3,7715,2,1,1,211,4,At Risk
28353,159,5,7421,3,2,1,321,6,Potential Loyal
28354,540,2,1668,1,1,1,111,3,Lost
28355,599,4,10889,1,2,2,122,5,At Risk
28356,341,7,24109,2,4,4,244,10,Loyal / VIP
28357,211,2,7905,2,1,1,211,4,At Risk
28358,90,3,9880,3,1,2,312,6,Potential Loyal
28359,167,4,14425,3,2,3,323,8,Potential Loyal
28360,361,3,8839,2,1,2,212,5,At Risk
28361,70,10,32364,4,4,4,444,12,Loyal / VIP
28362,985,5,18384,1,2,4,124,7,Potential Loyal
28363,462,4,13756,1,2,3,123,6,Potential Loyal
28364,285,5,11810,2,2,2,222,6,Potential Loyal
28365,337,5,16633,2,2,3,223,7,Potential Loyal
28366,718,2,7821,1,1,1,111,3,Lost
28367,362,10,26753,2,4,4,244,10,Loyal / VIP
28368,28,5,14050,4,2,3,423,9,Loyal / VIP
28369,130,6,16428,3,3,3,333,9,Loyal / VIP
28370,568,4,9835,1,2,2,122,5,At Risk
28371,149,2,4228,3,1,1,311,5,At Risk
28372,648,3,9628,1,1,2,112,4,At Risk
28373,392,5,12061,1,2,2,122,5,At Risk
28374,138,6,7261,3,3,1,331,7,Potential Loyal
28375,11,6,10350,4,3,2,432,9,Loyal / VIP
28376,17,9,28185,4,4,4,444,12,Loyal / VIP
28377,9,5,12705,4,2,2,422,8,Potential Loyal
28378,6,7,20811,4,4,4,444,12,Loyal / VIP
28379,533,4,11485,1,2,2,122,5,At Risk
28380,456,3,8911,1,1,2,112,4,At Risk
28381,231,5,9756,2,2,2,222,6,Potential Loyal
28382,100,6,22057,3,3,4,334,10,Loyal / VIP
28383,198,7,16886,2,4,3,243,9,Loyal / VIP
28384,456,3,7764,1,1,1,111,3,Lost
28385,170,4,11817,3,2,2,322,7,Potential Loyal
28386,101,8,19525,3,4,4,344,11,Loyal / VIP
28387,88,7,10083,3,4,2,342,9,Loyal / VIP
28388,206,3,6090,2,1,1,211,4,At Risk
28389,54,7,21552,4,4,4,444,12,Loyal / VIP
28390,95,2,2710,3,1,1,311,5,At Risk
28391,245,6,18818,2,3,4,234,9,Loyal / VIP
28392,111,8,24994,3,4,4,344,11,Loyal / VIP
28393,418,7,16261,1,4,3,143,8,Potential Loyal
28394,272,6,18397,2,3,4,234,9,Loyal / VIP
28395,128,8,29434,3,4,4,344,11,Loyal / VIP
28396,65,4,16044,4,2,3,423,9,Loyal / VIP
28397,36,2,6086,4,1,1,411,6,Potential Loyal
28398,650,2,2531,1,1,1,111,3,Lost
28399,51,7,18306,4,4,4,444,12,Loyal / VIP
28400,107,3,10443,3,1,2,312,6,Potential Loyal
28401,207,8,22274,2,4,4,244,10,Loyal / VIP
28402,734,5,17204,1,2,3,123,6,Potential Loyal
